Filename,Damage Type,Prediction,Prediction Confidence,Correct Prediction
Corrosionstain/MS0176201710171342.jpg809943123131.png,Corrosionstain,Corrosionstain,0.96302706,True
Corrosionstain/MS0224201801241327.jpg647552195125.png,Corrosionstain,Spalling,0.5451126,False
Corrosionstain/MS0277201710251430.jpg1022371143141.png,Corrosionstain,Corrosionstain,0.99926144,True
Corrosionstain/VA0031201708231379.jpg5890197150.png,Corrosionstain,Corrosionstain,0.9990938,True
Corrosionstain/VA0049201710281294.jpg1875335046.png,Corrosionstain,Corrosionstain,0.58564967,True
Corrosionstain/VA0049201710281374.jpg5111140133109.png,Corrosionstain,Corrosionstain,0.74306935,True
Corrosionstain/VA0175201612041390.jpg1302318194191.png,Corrosionstain,Corrosionstain,0.93809104,True
Corrosionstain/VA0187201610121363.jpg1638414288.png,Corrosionstain,Corrosionstain,0.76754105,True
Corrosionstain/VA0187201610121363.jpg185292483199.png,Corrosionstain,Corrosionstain,0.7199989,True
Corrosionstain/VA0187201610121363.jpg99245234276.png,Corrosionstain,Corrosionstain,0.9436789,True
Corrosionstain/VA0188201610121357.jpg247478102248.png,Corrosionstain,Corrosionstain,0.99648094,True
Corrosionstain/VA0188201610121357.jpg7884687288.png,Corrosionstain,Spalling,0.542181,False
Corrosionstain/VA0188201610121357.jpg81826318856.png,Corrosionstain,Corrosionstain,0.50154024,True
Corrosionstain/VA0188201610121357.jpg9354716182.png,Corrosionstain,Corrosionstain,0.7088861,True
Corrosionstain/VA0234201710121457.jpg1019799202227.png,Corrosionstain,Corrosionstain,0.9883697,True
Corrosionstain/VA0235201710121353.jpg1383967195134.png,Corrosionstain,Corrosionstain,0.9601597,True
Corrosionstain/VA0235201710121353.jpg787744299176.png,Corrosionstain,Corrosionstain,0.9998908,True
Corrosionstain/VA0235201710121441.jpg349632227220.png,Corrosionstain,Corrosionstain,0.8516797,True
Corrosionstain/VA0235201710121441.jpg895481765286.png,Corrosionstain,Spalling,0.57888,False
Corrosionstain/VA0235201710121483.jpg6555170479.png,Corrosionstain,Corrosionstain,0.9843917,True
Corrosionstain/VA0284201706271302.jpg2001951046341.png,Corrosionstain,Spalling,0.9153132,False
Corrosionstain/VA0284201706271302.jpg276301178129.png,Corrosionstain,Corrosionstain,0.99810934,True
Corrosionstain/VA0595201706021290.jpg15104010560.png,Corrosionstain,Corrosionstain,0.937122,True
Corrosionstain/VA0595201706021290.jpg264750681243.png,Corrosionstain,Spalling,0.46937743,False
Corrosionstain/VA0595201706021290.jpg48410496685.png,Corrosionstain,Corrosionstain,0.80393076,True
Corrosionstain/VA0595201706021290.jpg6957949872.png,Corrosionstain,Corrosionstain,0.9987122,True
Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140339v0.jpeg750656316155.png,Corrosionstain,Corrosionstain,0.99546355,True
Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140357v0.jpeg1388582199147.png,Corrosionstain,Corrosionstain,0.8272206,True
Corrosionstain/VA_2.0_0.4_1.0_1.0_0.8_84140352v0.jpeg10066588882.png,Corrosionstain,Corrosionstain,0.9905432,True
Corrosionstain/VA_2.0_0.4_1.0_1.0_0.8_84140352v0.jpeg110976713653.png,Corrosionstain,Corrosionstain,0.5477118,True
